"LINK_ID","TIME","FLOW","LANE_NO","OCC","ASPEED","LARGE_CAR_FLOW"
"3036","2009-06-11 04:28:12","3","1","1","54","1"
"3036","2009-06-11 04:28:12","3","13","1","51","1"
"3036","2009-06-11 04:28:12","8","12","2","51","1"
"3036","2009-06-11 04:28:12","4","11","1","51","0"
"3036","2009-06-11 04:30:12","3","3","2","48","2"
"3036","2009-06-11 04:30:12","11","2","3","37","1"
"3036","2009-06-11 04:30:12","6","1","1","48","0"
"3036","2009-06-11 04:30:12","3","13","1","52","0"
"3036","2009-06-11 04:30:12","11","12","4","34","2"
"3036","2009-06-11 04:30:12","5","11","1","46","0"
"3036","2009-06-11 04:32:11","2","3","1","40","1"
"3036","2009-06-11 04:32:11","8","2","2","44","2"
"3036","2009-06-11 04:32:11","3","1","1","78","0"
"3036","2009-06-11 04:32:11","3","13","1","40","0"
"3036","2009-06-11 04:32:11","8","12","1","43","0"
"3036","2009-06-11 04:32:11","11","11","2","48","0"
"3036","2009-06-11 04:34:11","2","3","1","99","0"
"3036","2009-06-11 04:34:11","7","2","1","78","0"
"3036","2009-06-11 04:34:11","4","1","1","59","0"
"3036","2009-06-11 04:34:11","4","13","1","75","0"
"3036","2009-06-11 04:34:11","9","12","2","34","0"
"3036","2009-06-11 04:34:11","3","11","1","49","0"
"3036","2009-06-11 04:36:10","1","3","1","54","0"
"3036","2009-06-11 04:36:10","7","2","2","40","3"
"3036","2009-06-11 04:36:10","3","1","1","77","0"
"3036","2009-06-11 04:36:10","3","13","1","49","1"
"3036","2009-06-11 04:36:10","10","12","4","31","0"
"3036","2009-06-11 04:36:10","9","11","1","53","0"
"3036","2009-06-11 04:38:10","0","3","0","0","0"
"3036","2009-06-11 04:38:10","3","2","1","52","0"
"3036","2009-06-11 04:38:10","4","1","1","60","0"
"3036","2009-06-11 04:38:10","4","13","1","54","0"
"3036","2009-06-11 04:38:10","11","12","3","42","0"
"3036","2009-06-11 04:38:10","7","11","1","47","0"
"3036","2009-06-11 04:40:10","1","3","1","66","0"
"3036","2009-06-11 04:40:10","9","2","1","59","0"
"3036","2009-06-11 04:40:10","7","1","1","88","0"
"3036","2009-06-11 04:40:10","1","13","1","38","1"
"3036","2009-06-11 04:40:10","4","12","1","56","0"
"3036","2009-06-11 04:40:10","4","11","1","48","1"
"3036","2009-06-11 04:42:10","3","3","1","86","0"
"3036","2009-06-11 04:42:10","5","2","1","50","0"
"3036","2009-06-11 04:42:10","2","1","1","75","0"
"3036","2009-06-11 04:42:10","3","13","1","63","0"
"3036","2009-06-11 04:42:10","10","12","2","62","1"
"3036","2009-06-11 04:42:10","5","11","1","68","0"
"3036","2009-06-11 04:44:09","2","13","1","59","0"
"3036","2009-06-11 04:44:09","11","12","2","50","1"
"3036","2009-06-11 04:44:09","5","11","1","57","0"
"3036","2009-06-11 04:44:09","3","3","1","37","1"
"3036","2009-06-11 04:44:09","8","2","1","60","0"
"3036","2009-06-11 04:44:09","4","1","1","110","0"
"3036","2009-06-11 04:50:07","3","3","1","65","0"
"3036","2009-06-11 04:50:07","5","2","1","40","1"
"3036","2009-06-11 04:50:07","5","1","1","59","0"
"3036","2009-06-11 04:50:07","1","13","1","41","1"
"3036","2009-06-11 04:50:07","13","12","3","42","0"
"3036","2009-06-11 04:50:07","4","11","1","92","0"
"3036","2009-06-11 04:52:07","2","3","1","55","1"
"3036","2009-06-11 04:52:07","4","2","1","47","0"
"3036","2009-06-11 04:52:07","4","1","1","83","0"
"3036","2009-06-11 04:52:07","2","13","1","59","1"
"3036","2009-06-11 04:52:07","10","12","2","41","0"
"3036","2009-06-11 04:52:07","9","11","2","55","1"
"3036","2009-06-11 04:54:06","0","3","0","0","0"
"3036","2009-06-11 04:54:06","6","2","1","65","0"
"3036","2009-06-11 04:54:06","4","1","1","67","1"
"3036","2009-06-11 04:54:06","5","13","1","48","1"
"3036","2009-06-11 04:54:06","11","12","2","52","0"
"3036","2009-06-11 04:54:06","6","11","1","51","0"
"3036","2009-06-11 04:56:06","2","3","1","52","1"
"3036","2009-06-11 04:56:06","7","2","1","46","0"
"3036","2009-06-11 04:56:06","4","1","1","104","0"
"3036","2009-06-11 04:56:06","2","13","1","63","1"
"3036","2009-06-11 04:56:06","13","12","4","42","1"
"3036","2009-06-11 04:56:06","6","11","1","58","0"
"3036","2009-06-11 04:58:05","1","3","1","55","0"
"3036","2009-06-11 04:58:05","9","2","2","45","1"
"3036","2009-06-11 04:58:05","5","1","1","75","0"
"3036","2009-06-11 04:58:05","0","13","0","0","0"
"3036","2009-06-11 04:58:05","9","12","2","56","4"
"3036","2009-06-11 04:58:05","5","11","1","57","0"
"3036","2009-06-11 05:00:05","9","3","8","77","3"
"3036","2009-06-11 05:00:05","12","2","2","53","0"
"3036","2009-06-11 05:00:05","7","1","1","60","0"
"3036","2009-06-11 05:00:05","3","13","1","53","1"
"3036","2009-06-11 05:00:05","10","12","2","65","2"
"3036","2009-06-11 05:00:05","4","11","1","64","0"
"3036","2009-06-11 05:02:04","1","3","1","48","1"
"3036","2009-06-11 05:02:04","6","2","1","47","0"
"3036","2009-06-11 05:02:04","6","1","1","66","0"
"3036","2009-06-11 05:02:04","6","13","1","49","1"
"3036","2009-06-11 05:02:04","12","12","2","57","2"
"3036","2009-06-11 05:02:04","9","11","1","52","0"
"3036","2009-06-11 05:04:04","6","3","1","50","1"
"3036","2009-06-11 05:04:04","10","2","2","47","1"
"3036","2009-06-11 05:04:04","9","1","1","56","1"
"3036","2009-06-11 05:04:04","4","13","1","47","0"
"3036","2009-06-11 05:04:04","6","12","1","59","0"
"3036","2009-06-11 05:04:04","3","11","1","52","0"
"3036","2009-06-11 05:06:03","5","3","1","55","1"
"3036","2009-06-11 05:06:03","10","2","1","59","1"
"3036","2009-06-11 05:06:03","7","1","1","68","0"
"3036","2009-06-11 05:06:03","3","13","1","56","0"
"3036","2009-06-11 05:06:03","13","12","2","67","0"
"3036","2009-06-11 05:06:03","2","11","1","64","0"
"3036","2009-06-11 05:08:03","2","3","1","42","0"
"3036","2009-06-11 05:08:03","7","2","1","52","0"
"3036","2009-06-11 05:08:03","5","1","1","66","0"
"3036","2009-06-11 05:08:03","8","13","1","54","0"
"3036","2009-06-11 05:08:03","12","12","3","64","7"
"3036","2009-06-11 05:08:03","10","11","2","45","1"
"3036","2009-06-11 05:12:02","1","3","1","38","0"
"3036","2009-06-11 05:12:02","10","2","1","50","0"
"3036","2009-06-11 05:12:02","4","1","1","57","0"
"3036","2009-06-11 05:12:02","5","13","2","42","2"
"3036","2009-06-11 05:12:02","15","12","4","50","1"
"3036","2009-06-11 05:12:02","8","11","1","59","0"
"3036","2009-06-11 05:14:02","4","3","1","43","0"
"3036","2009-06-11 05:14:02","4","2","1","44","0"
"3036","2009-06-11 05:14:02","6","1","1","53","0"
"3036","2009-06-11 05:14:02","9","13","3","44","2"
"3036","2009-06-11 05:14:02","16","12","3","57","1"
"3036","2009-06-11 05:14:02","11","11","2","51","0"
"3036","2009-06-11 05:18:01","4","3","1","36","1"
"3036","2009-06-11 05:18:01","7","2","2","38","2"
"3036","2009-06-11 05:18:01","10","1","1","64","1"
"3036","2009-06-11 05:18:01","4","13","1","52","0"
"3036","2009-06-11 05:18:01","14","12","3","59","0"
"3036","2009-06-11 05:18:01","10","11","1","60","0"
"3036","2009-06-11 05:20:00","2","3","1","50","0"
"3036","2009-06-11 05:20:00","8","2","1","50","1"
"3036","2009-06-11 05:20:00","4","1","1","56","0"
"3036","2009-06-11 05:20:00","7","13","1","60","0"
"3036","2009-06-11 05:20:00","16","12","3","54","0"
"3036","2009-06-11 05:20:00","8","11","1","53","0"
"3036","2009-06-11 05:22:00","6","3","1","58","0"
"3036","2009-06-11 05:22:00","9","2","1","56","0"
"3036","2009-06-11 05:22:00","9","1","1","73","0"
"3036","2009-06-11 05:22:00","11","13","2","55","0"
"3036","2009-06-11 05:22:00","15","12","4","42","2"
"3036","2009-06-11 05:22:00","14","11","2","55","0"
"3036","2009-06-11 05:23:59","6","2","1","49","0"
"3036","2009-06-11 05:23:59","11","1","1","80","0"
"3036","2009-06-11 05:23:59","8","13","2","35","1"
"3036","2009-06-11 05:23:59","14","12","5","41","3"
"3036","2009-06-11 05:23:59","15","11","3","54","1"
"3036","2009-06-11 05:23:59","4","3","1","69","0"
"3036","2009-06-11 05:25:59","1","3","1","58","0"
"3036","2009-06-11 05:25:59","10","2","1","61","0"
"3036","2009-06-11 05:25:59","7","1","1","89","0"
"3036","2009-06-11 05:25:59","8","13","2","52","1"
"3036","2009-06-11 05:25:59","16","12","3","57","1"
"3036","2009-06-11 05:25:59","17","11","3","55","0"
"3036","2009-06-11 05:29:58","8","3","1","59","1"
"3036","2009-06-11 05:29:58","10","2","2","52","2"
"3036","2009-06-11 05:29:58","9","1","1","59","0"
"3036","2009-06-11 05:29:58","8","13","2","45","0"
"3036","2009-06-11 05:29:58","14","12","3","48","0"
"3036","2009-06-11 05:29:58","9","11","1","52","0"
"3036","2009-06-11 05:31:57","4","3","2","47","2"
"3036","2009-06-11 05:31:57","12","2","2","56","0"
"3036","2009-06-11 05:31:57","9","1","1","75","0"
"3036","2009-06-11 05:31:57","7","13","2","41","1"
"3036","2009-06-11 05:31:57","14","12","3","48","1"
"3036","2009-06-11 05:31:57","11","11","1","66","0"
"3036","2009-06-11 05:33:57","1","3","1","66","0"
"3036","2009-06-11 05:33:57","8","2","1","47","0"
"3036","2009-06-11 05:33:57","7","1","1","60","0"
"3036","2009-06-11 05:33:57","10","13","4","49","3"
"3036","2009-06-11 05:33:57","17","12","5","38","1"
"3036","2009-06-11 05:33:57","17","11","3","54","1"
"3036","2009-06-11 05:35:56","0","3","0","0","0"
"3036","2009-06-11 05:35:56","9","2","1","62","0"
"3036","2009-06-11 05:35:56","9","1","1","70","0"
"3036","2009-06-11 05:35:56","10","13","5","53","5"
"3036","2009-06-11 05:35:56","17","12","5","41","1"
"3036","2009-06-11 05:35:56","14","11","3","54","1"
"3036","2009-06-11 05:37:56","3","3","1","48","1"
"3036","2009-06-11 05:37:56","11","2","2","59","1"
"3036","2009-06-11 05:37:56","13","1","2","58","1"
"3036","2009-06-11 05:37:56","13","13","3","65","1"
"3036","2009-06-11 05:37:56","15","12","3","56","0"
"3036","2009-06-11 05:37:56","15","11","2","52","0"
"3036","2009-06-11 05:39:56","5","3","2","43","3"
"3036","2009-06-11 05:39:56","6","2","1","44","0"
"3036","2009-06-11 05:39:56","13","1","1","72","0"
"3036","2009-06-11 05:39:56","7","13","1","77","0"
"3036","2009-06-11 05:39:56","16","12","3","46","0"
"3036","2009-06-11 05:39:56","13","11","3","46","1"
"3036","2009-06-11 05:41:55","7","3","1","65","2"
"3036","2009-06-11 05:41:55","9","2","2","44","0"
"3036","2009-06-11 05:41:55","8","1","1","91","0"
"3036","2009-06-11 05:41:55","9","13","3","48","3"
"3036","2009-06-11 05:41:55","24","12","6","49","0"
"3036","2009-06-11 05:41:55","17","11","3","56","0"
"3036","2009-06-11 05:43:55","6","3","2","40","2"
"3036","2009-06-11 05:43:55","10","2","2","45","1"
"3036","2009-06-11 05:43:55","11","1","1","57","0"
"3036","2009-06-11 05:43:55","7","13","3","45","3"
"3036","2009-06-11 05:43:55","16","12","4","54","1"
"3036","2009-06-11 05:43:55","13","11","2","52","0"
"3036","2009-06-11 05:45:54","5","3","2","31","2"
"3036","2009-06-11 05:45:54","17","2","3","48","0"
"3036","2009-06-11 05:45:54","14","1","1","69","0"
"3036","2009-06-11 05:45:54","8","13","3","46","2"
"3036","2009-06-11 05:45:54","17","12","4","53","3"
"3036","2009-06-11 05:45:54","19","11","3","59","1"
"3036","2009-06-11 05:47:54","8","3","1","47","1"
"3036","2009-06-11 05:47:54","17","2","3","53","1"
"3036","2009-06-11 05:47:54","18","1","3","52","0"
"3036","2009-06-11 05:47:54","10","13","4","41","2"
"3036","2009-06-11 05:47:54","19","12","7","58","3"
"3036","2009-06-11 05:47:54","25","11","5","58","1"
"3036","2009-06-11 05:49:53","5","3","2","34","2"
"3036","2009-06-11 05:49:53","11","2","2","46","0"
"3036","2009-06-11 05:49:53","12","1","1","74","0"
"3036","2009-06-11 05:49:53","8","13","3","46","3"
"3036","2009-06-11 05:49:53","19","12","6","40","2"
"3036","2009-06-11 05:49:53","19","11","3","53","0"
"3036","2009-06-11 05:51:53","3","3","1","33","2"
"3036","2009-06-11 05:51:53","10","2","2","43","1"
"3036","2009-06-11 05:51:53","12","1","2","66","0"
"3036","2009-06-11 05:51:53","14","13","4","54","3"
"3036","2009-06-11 05:51:53","25","12","5","61","0"
"3036","2009-06-11 05:51:53","24","11","4","58","0"
"3036","2009-06-11 05:53:52","2","3","1","46","1"
"3036","2009-06-11 05:53:52","9","2","2","45","1"
"3036","2009-06-11 05:53:52","14","1","2","58","0"
"3036","2009-06-11 05:53:52","13","13","7","43","7"
"3036","2009-06-11 05:53:52","26","12","8","56","4"
"3036","2009-06-11 05:53:52","27","11","4","59","0"
"3036","2009-06-11 05:55:52","1","3","1","43","0"
"3036","2009-06-11 05:55:52","14","2","6","33","4"
"3036","2009-06-11 05:55:52","18","1","4","47","3"
"3036","2009-06-11 05:55:52","12","13","6","38","5"
"3036","2009-06-11 05:55:52","18","12","4","55","1"
"3036","2009-06-11 05:55:52","16","11","2","47","0"
"3036","2009-06-11 05:57:51","4","3","1","79","0"
"3036","2009-06-11 05:57:51","14","2","3","53","2"
"3036","2009-06-11 05:57:51","14","1","2","77","0"
"3036","2009-06-11 05:57:51","9","13","3","51","2"
"3036","2009-06-11 05:57:51","23","12","5","61","2"
"3036","2009-06-11 05:57:51","21","11","3","62","0"
"3036","2009-06-11 05:59:51","2","3","1","38","0"
"3036","2009-06-11 05:59:51","10","2","4","48","5"
"3036","2009-06-11 05:59:51","13","1","2","67","0"
"3036","2009-06-11 05:59:51","11","13","5","63","5"
"3036","2009-06-11 05:59:51","24","12","5","53","2"
"3036","2009-06-11 05:59:51","24","11","4","63","0"
"3036","2009-06-11 06:01:50","3","3","1","80","0"
"3036","2009-06-11 06:01:50","19","2","7","36","5"
"3036","2009-06-11 06:01:50","19","1","2","75","0"
"3036","2009-06-11 06:01:50","16","13","7","48","5"
"3036","2009-06-11 06:01:50","31","12","8","53","3"
"3036","2009-06-11 06:01:50","25","11","5","57","1"
"3036","2009-06-11 06:03:50","7","3","2","60","2"
"3036","2009-06-11 06:03:50","13","2","3","57","2"
"3036","2009-06-11 06:03:50","14","1","2","75","0"
"3036","2009-06-11 06:03:50","20","13","6","80","5"
"3036","2009-06-11 06:03:50","36","12","9","59","2"
"3036","2009-06-11 06:03:50","32","11","7","59","4"
"3036","2009-06-11 06:05:49","5","3","1","82","0"
"3036","2009-06-11 06:05:49","12","2","2","57","0"
"3036","2009-06-11 06:05:49","13","1","2","59","0"
"3036","2009-06-11 06:05:49","20","13","8","51","6"
"3036","2009-06-11 06:05:49","36","12","9","61","1"
"3036","2009-06-11 06:05:49","34","11","6","63","2"
"3036","2009-06-11 06:11:48","12","3","1","63","2"
"3036","2009-06-11 06:11:48","13","2","2","49","0"
"3036","2009-06-11 06:11:48","18","1","3","63","1"
"3036","2009-06-11 06:11:48","18","13","6","50","4"
"3036","2009-06-11 06:11:48","36","12","11","52","3"
"3036","2009-06-11 06:11:48","34","11","6","53","0"
"3036","2009-06-11 06:13:48","21","13","8","64","5"
"3036","2009-06-11 06:13:48","37","12","8","57","2"
"3036","2009-06-11 06:13:48","33","11","6","53","0"
"3036","2009-06-11 06:13:48","6","3","3","38","4"
"3036","2009-06-11 06:13:48","11","2","2","57","1"
"3036","2009-06-11 06:13:48","19","1","2","74","0"
"3036","2009-06-11 06:15:47","9","3","6","81","7"
"3036","2009-06-11 06:15:47","11","2","2","57","1"
"3036","2009-06-11 06:15:47","13","1","2","61","1"
"3036","2009-06-11 06:15:47","29","13","8","58","2"
"3036","2009-06-11 06:15:47","46","12","11","58","3"
"3036","2009-06-11 06:15:47","41","11","8","56","1"
"3036","2009-06-11 06:17:47","8","3","2","48","3"
"3036","2009-06-11 06:17:47","14","2","2","54","0"
"3036","2009-06-11 06:17:47","16","1","2","73","0"
"3036","2009-06-11 06:17:47","25","13","8","68","5"
"3036","2009-06-11 06:17:47","42","12","13","52","6"
"3036","2009-06-11 06:17:47","45","11","8","54","1"
"3036","2009-06-11 06:21:46","9","3","3","43","5"
"3036","2009-06-11 06:21:46","12","2","3","50","2"
"3036","2009-06-11 06:21:46","23","1","3","76","1"
"3036","2009-06-11 06:21:46","35","13","13","59","6"
"3036","2009-06-11 06:21:46","51","12","14","60","5"
"3036","2009-06-11 06:21:46","45","11","10","52","1"
"3036","2009-06-11 06:23:45","9","3","3","43","6"
"3036","2009-06-11 06:23:45","12","2","2","65","1"
"3036","2009-06-11 06:23:45","22","1","3","72","1"
"3036","2009-06-11 06:23:45","31","13","14","52","5"
"3036","2009-06-11 06:23:45","51","12","15","49","6"
"3036","2009-06-11 06:23:45","39","11","8","51","1"
"3036","2009-06-11 06:27:44","13","3","3","46","3"
"3036","2009-06-11 06:27:44","22","2","5","57","2"
"3036","2009-06-11 06:27:44","42","13","14","55","5"
"3036","2009-06-11 06:27:44","57","12","18","54","7"
"3036","2009-06-11 06:27:44","22","1","3","69","0"
"3036","2009-06-11 06:27:44","58","11","13","48","1"
"3036","2009-06-11 06:29:44","8","3","3","40","3"
"3036","2009-06-11 06:29:44","21","2","4","59","1"
"3036","2009-06-11 06:29:44","29","1","6","56","1"
"3036","2009-06-11 06:29:44","38","13","12","54","4"
"3036","2009-06-11 06:29:44","49","12","12","56","2"
"3036","2009-06-11 06:29:44","55","11","11","52","0"
"3036","2009-06-11 06:33:43","11","3","4","41","5"
"3036","2009-06-11 06:33:43","23","2","5","58","3"
"3036","2009-06-11 06:33:43","33","1","5","69","1"
"3036","2009-06-11 06:33:43","54","13","22","48","7"
"3036","2009-06-11 06:33:43","59","12","20","50","5"
"3036","2009-06-11 06:33:43","57","11","14","44","0"
"3036","2009-06-11 06:35:42","11","3","2","42","4"
"3036","2009-06-11 06:35:42","23","2","4","53","0"
"3036","2009-06-11 06:35:42","31","1","4","78","0"
"3036","2009-06-11 06:35:42","46","13","18","49","5"
"3036","2009-06-11 06:35:42","51","12","15","48","5"
"3036","2009-06-11 06:35:42","54","11","11","52","1"
"3036","2009-06-11 06:37:42","15","3","6","37","6"
"3036","2009-06-11 06:37:42","19","2","4","53","3"
"3036","2009-06-11 06:37:42","29","1","4","68","1"
"3036","2009-06-11 06:37:42","41","13","18","48","6"
"3036","2009-06-11 06:37:42","54","12","16","45","3"
"3036","2009-06-11 06:37:42","48","11","11","49","1"
"3036","2009-06-11 06:39:42","15","3","5","41","5"
"3036","2009-06-11 06:39:42","16","2","5","54","4"
"3036","2009-06-11 06:39:42","29","1","4","72","0"
"3036","2009-06-11 06:39:42","48","13","24","45","10"
"3036","2009-06-11 06:39:42","53","12","20","44","9"
"3036","2009-06-11 06:39:42","44","11","12","46","1"
"3036","2009-06-11 06:41:45","12","3","4","49","5"
"3036","2009-06-11 06:41:45","24","2","6","53","5"
"3036","2009-06-11 06:41:45","29","1","4","77","0"
"3036","2009-06-11 06:41:45","44","13","25","47","12"
"3036","2009-06-11 06:41:45","59","12","20","46","7"
"3036","2009-06-11 06:41:45","46","11","14","39","2"
"3036","2009-06-11 06:43:41","16","3","6","44","6"
"3036","2009-06-11 06:43:41","24","2","5","65","5"
"3036","2009-06-11 06:43:41","29","1","5","64","2"
"3036","2009-06-11 06:43:41","41","13","56","8","11"
"3036","2009-06-11 06:43:41","38","12","37","10","15"
"3036","2009-06-11 06:43:41","45","11","32","13","8"
"3036","2009-06-11 06:45:41","13","3","4","55","5"
"3036","2009-06-11 06:45:41","17","2","4","48","3"
"3036","2009-06-11 06:45:41","32","1","6","63","0"
"3036","2009-06-11 06:45:41","42","13","73","7","19"
"3036","2009-06-11 06:45:41","53","12","59","9","17"
"3036","2009-06-11 06:45:41","45","11","29","63","14"
"3036","2009-06-11 06:47:40","16","3","6","50","8"
"3036","2009-06-11 06:47:40","15","2","5","36","4"
"3036","2009-06-11 06:47:40","29","1","5","69","2"
"3036","2009-06-11 06:47:40","39","13","69","6","20"
"3036","2009-06-11 06:47:40","43","12","30","30","9"
"3036","2009-06-11 06:47:40","42","11","34","12","31"
"3036","2009-06-11 06:49:41","17","3","3","58","4"
"3036","2009-06-11 06:49:41","32","2","6","62","3"
"3036","2009-06-11 06:49:41","43","1","7","64","0"
"3036","2009-06-11 06:49:41","33","13","66","6","16"
"3036","2009-06-11 06:49:41","41","12","32","13","9"
"3036","2009-06-11 06:49:41","40","11","20","32","6"
"3036","2009-06-11 06:51:41","10","3","3","46","4"
"3036","2009-06-11 06:51:41","19","2","4","43","2"
"3036","2009-06-11 06:51:41","19","1","3","69","0"
"3036","2009-06-11 06:51:41","34","13","48","8","24"
"3036","2009-06-11 06:51:41","32","12","29","35","9"
"3036","2009-06-11 06:51:41","46","11","32","13","16"
"3036","2009-06-11 06:55:38","14","3","8","47","7"
"3036","2009-06-11 06:55:38","23","2","6","61","4"
"3036","2009-06-11 06:55:38","39","1","6","66","2"
"3036","2009-06-11 06:55:38","23","13","72","3","14"
"3036","2009-06-11 06:55:38","28","12","20","42","9"
"3036","2009-06-11 06:55:38","31","11","20","74","17"
"3036","2009-06-11 06:57:37","20","3","7","71","8"
"3036","2009-06-11 06:57:37","22","2","6","47","2"
"3036","2009-06-11 06:57:37","37","1","7","71","1"
"3036","2009-06-11 06:57:37","41","13","62","8","19"
"3036","2009-06-11 06:57:37","37","12","42","9","21"
"3036","2009-06-11 06:57:37","44","11","38","11","30"
"3036","2009-06-11 06:59:37","12","3","4","43","4"
"3036","2009-06-11 06:59:37","25","2","5","67","3"
"3036","2009-06-11 06:59:37","41","1","7","62","1"
"3036","2009-06-11 06:59:37","30","13","52","7","16"
"3036","2009-06-11 06:59:37","32","12","30","61","19"
"3036","2009-06-11 06:59:37","44","11","27","60","20"
"3036","2009-06-11 07:03:36","18","3","5","50","5"
"3036","2009-06-11 07:03:36","25","2","9","59","11"
"3036","2009-06-11 07:03:36","43","1","10","59","3"
"3036","2009-06-11 07:03:36","28","13","65","5","17"
"3036","2009-06-11 07:03:36","38","12","48","8","16"
"3036","2009-06-11 07:03:36","35","11","32","10","22"
"3036","2009-06-11 07:07:35","12","3","1","82","1"
"3036","2009-06-11 07:07:35","27","2","7","60","6"
"3036","2009-06-11 07:07:35","38","1","8","64","2"
"3036","2009-06-11 07:07:35","32","13","63","6","17"
"3036","2009-06-11 07:07:35","24","12","36","7","15"
"3036","2009-06-11 07:07:35","31","11","31","9","17"
"3036","2009-06-11 07:09:35","24","3","10","80","9"
"3036","2009-06-11 07:09:35","23","2","7","53","6"
"3036","2009-06-11 07:09:35","35","1","7","65","1"
"3036","2009-06-11 07:09:35","34","13","59","7","18"
"3036","2009-06-11 07:09:35","92","12","13","35","40"
"3036","2009-06-11 07:09:35","11","30","21","52","14"
"3036","2009-06-11 07:13:34","20","3","5","85","5"
"3036","2009-06-11 07:13:34","25","2","5","51","1"
"3036","2009-06-11 07:13:34","37","1","7","67","2"
"3036","2009-06-11 07:13:34","30","13","67","5","11"
"3036","2009-06-11 07:13:34","31","12","28","30","11"
"3036","2009-06-11 07:13:34","26","11","14","102","11"
"3036","2009-06-11 07:15:33","22","3","7","59","8"
"3036","2009-06-11 07:15:33","25","2","8","47","5"
"3036","2009-06-11 07:15:33","39","1","7","64","1"
"3036","2009-06-11 07:15:33","28","13","57","6","15"
"3036","2009-06-11 07:15:33","34","12","41","8","17"
"3036","2009-06-11 07:15:33","38","11","27","69","18"
"3036","2009-06-11 07:19:32","26","3","9","68","9"
"3036","2009-06-11 07:19:32","33","2","8","47","3"
"3036","2009-06-11 07:19:32","50","1","10","62","1"
"3036","2009-06-11 07:19:32","23","13","79","3","7"
"3036","2009-06-11 07:19:32","24","12","27","49","11"
"3036","2009-06-11 07:19:32","17","11","15","40","7"
"3036","2009-06-11 07:21:32","20","3","2","96","2"
"3036","2009-06-11 07:21:32","26","2","7","51","2"
"3036","2009-06-11 07:21:32","41","1","8","64","2"
"3036","2009-06-11 07:21:32","46","13","64","8","22"
"3036","2009-06-11 07:21:32","40","12","23","65","16"
"3036","2009-06-11 07:21:32","52","11","33","15","20"
"3036","2009-06-11 07:25:31","27","3","7","70","7"
"3036","2009-06-11 07:25:31","17","2","4","59","1"
"3036","2009-06-11 07:25:31","41","1","7","65","2"
"3036","2009-06-11 07:25:31","28","13","73","4","20"
"3036","2009-06-11 07:25:31","43","12","32","14","18"
"3036","2009-06-11 07:25:31","45","11","39","11","18"
"3036","2009-06-11 07:29:30","29","3","6","72","5"
"3036","2009-06-11 07:29:30","35","2","12","51","7"
"3036","2009-06-11 07:29:30","49","1","9","69","1"
"3036","2009-06-11 07:29:30","20","13","61","3","14"
"3036","2009-06-11 07:29:30","28","12","32","9","14"
"3036","2009-06-11 07:29:30","39","11","23","55","11"
"3036","2009-06-11 07:31:30","20","3","7","87","9"
"3036","2009-06-11 07:31:30","32","2","8","55","2"
"3036","2009-06-11 07:31:30","36","1","7","58","1"
"3036","2009-06-11 07:31:30","17","13","57","3","9"
"3036","2009-06-11 07:31:30","27","12","32","8","15"
"3036","2009-06-11 07:31:30","33","11","22","49","13"
"3036","2009-06-11 07:33:30","21","3","5","76","4"
"3036","2009-06-11 07:33:30","26","2","8","50","4"
"3036","2009-06-11 07:33:30","44","1","8","68","2"
"3036","2009-06-11 07:33:30","22","13","62","4","13"
"3036","2009-06-11 07:33:30","33","12","27","51","13"
"3036","2009-06-11 07:33:30","38","11","15","60","8"
"3036","2009-06-11 07:35:29","26","3","5","67","5"
"3036","2009-06-11 07:35:29","33","2","12","54","8"
"3036","2009-06-11 07:35:29","45","1","11","68","6"
"3036","2009-06-11 07:35:29","33","13","71","5","22"
"3036","2009-06-11 07:35:29","42","12","31","14","19"
"3036","2009-06-11 07:35:29","43","11","40","10","15"
"3036","2009-06-11 07:37:29","20","3","7","76","8"
"3036","2009-06-11 07:37:29","32","2","9","59","4"
"3036","2009-06-11 07:37:29","41","1","7","67","1"
"3036","2009-06-11 07:37:29","31","13","59","6","15"
"3036","2009-06-11 07:37:29","31","12","17","63","7"
"3036","2009-06-11 07:37:29","43","11","38","10","11"
"3036","2009-06-11 07:39:28","22","3","5","70","4"
"3036","2009-06-11 07:39:28","32","2","7","58","2"
"3036","2009-06-11 07:39:28","49","1","9","69","2"
"3036","2009-06-11 07:39:28","19","13","85","2","12"
"3036","2009-06-11 07:39:28","28","12","38","7","17"
"3036","2009-06-11 07:39:28","38","11","31","11","17"
"3036","2009-06-11 07:41:28","27","3","6","44","5"
"3036","2009-06-11 07:41:28","27","2","5","57","1"
"3036","2009-06-11 07:41:28","46","1","7","70","2"
"3036","2009-06-11 07:41:28","24","13","66","4","12"
"3036","2009-06-11 07:41:28","37","12","31","12","17"
"3036","2009-06-11 07:41:28","41","11","38","10","19"
"3036","2009-06-11 07:43:27","27","3","6","76","7"
"3036","2009-06-11 07:43:27","33","2","8","52","2"
"3036","2009-06-11 07:43:27","45","1","9","66","2"
"3036","2009-06-11 07:43:27","27","13","50","6","9"
"3036","2009-06-11 07:43:27","26","12","33","8","9"
"3036","2009-06-11 07:43:27","40","11","49","8","16"
"3036","2009-06-11 07:45:27","20","3","3","64","3"
"3036","2009-06-11 07:45:27","27","2","6","61","3"
"3036","2009-06-11 07:45:27","40","1","7","69","1"
"3036","2009-06-11 07:45:27","31","13","77","4","17"
"3036","2009-06-11 07:45:27","32","12","32","10","8"
"3036","2009-06-11 07:45:27","35","11","29","57","17"
"3036","2009-06-11 07:49:26","30","3","5","74","4"
"3036","2009-06-11 07:49:26","24","2","7","58","7"
