"LINK_ID","TIME","FLOW","LANE_NO","OCC","ASPEED","LARGE_CAR_FLOW"
"3036","2009-06-07 10:14:55","54","1","10","63","1"
"3036","2009-06-07 10:14:55","23","13","4","74","3"
"3036","2009-06-07 10:14:55","45","12","9","82","5"
"3036","2009-06-07 10:14:55","73","11","18","52","9"
"3036","2009-06-07 10:16:55","28","3","11","71","11"
"3036","2009-06-07 10:16:55","44","2","11","52","6"
"3036","2009-06-07 10:16:55","43","1","9","60","0"
"3036","2009-06-07 10:16:55","46","13","37","15","18"
"3036","2009-06-07 10:16:55","55","12","34","17","26"
"3036","2009-06-07 10:16:55","63","11","54","11","23"
"3036","2009-06-07 10:18:55","22","3","8","55","9"
"3036","2009-06-07 10:18:55","46","2","9","59","2"
"3036","2009-06-07 10:18:55","51","1","11","56","1"
"3036","2009-06-07 10:18:55","48","13","53","10","23"
"3036","2009-06-07 10:18:55","50","12","50","10","28"
"3036","2009-06-07 10:18:55","70","11","63","10","29"
"3036","2009-06-07 10:20:54","29","3","6","80","5"
"3036","2009-06-07 10:20:54","35","2","9","50","3"
"3036","2009-06-07 10:20:54","55","1","10","69","0"
"3036","2009-06-07 10:20:54","64","13","49","16","20"
"3036","2009-06-07 10:20:54","54","12","51","11","25"
"3036","2009-06-07 10:20:54","47","11","78","5","32"
"3036","2009-06-07 10:22:55","14","3","3","52","5"
"3036","2009-06-07 10:22:55","38","2","7","60","2"
"3036","2009-06-07 10:22:55","55","1","10","67","3"
"3036","2009-06-07 10:22:55","70","13","53","16","22"
"3036","2009-06-07 10:22:55","72","12","38","20","16"
"3036","2009-06-07 10:22:55","70","11","65","10","28"
"3036","2009-06-07 10:24:54","18","3","5","41","4"
"3036","2009-06-07 10:24:54","26","2","4","61","1"
"3036","2009-06-07 10:24:54","40","1","6","66","0"
"3036","2009-06-07 10:24:54","50","13","64","9","35"
"3036","2009-06-07 10:24:54","51","12","40","13","20"
"3036","2009-06-07 10:24:54","60","11","72","8","27"
"3036","2009-06-07 10:26:54","24","3","6","62","7"
"3036","2009-06-07 10:26:54","30","2","6","58","4"
"3036","2009-06-07 10:26:54","51","1","10","64","1"
"3036","2009-06-07 10:26:54","37","13","72","6","28"
"3036","2009-06-07 10:26:54","52","12","44","12","22"
"3036","2009-06-07 10:26:54","51","11","79","6","27"
"3036","2009-06-07 10:30:51","25","3","7","60","6"
"3036","2009-06-07 10:30:51","31","2","7","49","3"
"3036","2009-06-07 10:30:51","49","1","10","59","1"
"3036","2009-06-07 10:30:51","49","13","72","8","30"
"3036","2009-06-07 10:30:51","70","12","39","19","24"
"3036","2009-06-07 10:30:51","47","11","80","5","30"
"3036","2009-06-07 10:34:50","15","3","4","46","4"
"3036","2009-06-07 10:34:50","30","2","5","60","1"
"3036","2009-06-07 10:34:50","39","1","7","59","1"
"3036","2009-06-07 10:34:50","45","13","59","9","23"
"3036","2009-06-07 10:34:50","60","12","49","12","29"
"3036","2009-06-07 10:34:50","38","11","77","4","27"
"3036","2009-06-07 10:36:50","25","3","8","56","6"
"3036","2009-06-07 10:36:50","37","2","8","56","5"
"3036","2009-06-07 10:36:50","61","1","13","57","3"
"3036","2009-06-07 10:36:50","45","13","68","8","21"
"3036","2009-06-07 10:36:50","54","12","46","12","21"
"3036","2009-06-07 10:36:50","51","11","77","6","28"
"3036","2009-06-07 10:38:50","17","3","7","37","7"
"3036","2009-06-07 10:38:50","40","2","8","58","3"
"3036","2009-06-07 10:38:50","58","1","10","66","0"
"3036","2009-06-07 10:38:50","45","13","60","9","21"
"3036","2009-06-07 10:38:50","43","12","44","10","15"
"3036","2009-06-07 10:38:50","51","11","75","6","25"
"3036","2009-06-07 10:40:49","21","3","6","53","6"
"3036","2009-06-07 10:40:49","41","2","9","56","5"
"3036","2009-06-07 10:40:49","47","1","11","57","1"
"3036","2009-06-07 10:40:49","40","13","67","7","16"
"3036","2009-06-07 10:40:49","40","12","46","9","14"
"3036","2009-06-07 10:40:49","55","11","79","6","26"
"3036","2009-06-07 10:42:49","25","3","5","60","4"
"3036","2009-06-07 10:42:49","54","2","10","51","0"
"3036","2009-06-07 10:42:49","59","1","14","55","3"
"3036","2009-06-07 10:42:49","49","13","60","9","19"
"3036","2009-06-07 10:42:49","49","12","41","12","21"
"3036","2009-06-07 10:42:49","60","11","74","7","32"
"3036","2009-06-07 10:44:48","17","3","4","52","4"
"3036","2009-06-07 10:44:48","34","2","6","63","2"
"3036","2009-06-07 10:44:48","46","1","8","69","0"
"3036","2009-06-07 10:44:48","57","13","50","14","26"
"3036","2009-06-07 10:44:48","55","12","36","16","20"
"3036","2009-06-07 10:44:48","55","11","76","7","34"
"3036","2009-06-07 10:46:48","14","3","7","29","6"
"3036","2009-06-07 10:46:48","28","2","7","59","5"
"3036","2009-06-07 10:46:48","48","1","11","60","3"
"3036","2009-06-07 10:46:48","55","13","53","12","39"
"3036","2009-06-07 10:46:48","49","12","36","14","23"
"3036","2009-06-07 10:46:48","64","11","72","8","29"
"3036","2009-06-07 10:52:46","24","3","6","77","6"
"3036","2009-06-07 10:52:46","34","2","8","56","4"
"3036","2009-06-07 10:52:46","50","1","9","64","2"
"3036","2009-06-07 10:52:46","27","13","7","77","6"
"3036","2009-06-07 10:52:46","35","12","8","72","5"
"3036","2009-06-07 10:52:46","75","11","23","51","10"
"3036","2009-06-07 10:54:46","27","3","7","74","9"
"3036","2009-06-07 10:54:46","37","2","7","60","2"
"3036","2009-06-07 10:54:46","44","1","8","69","1"
"3036","2009-06-07 10:54:46","22","13","4","85","2"
"3036","2009-06-07 10:54:46","31","12","5","75","2"
"3036","2009-06-07 10:54:46","66","11","21","47","9"
"3036","2009-06-07 10:56:45","18","3","4","47","4"
"3036","2009-06-07 10:56:45","45","2","9","58","3"
"3036","2009-06-07 10:56:45","49","1","11","61","2"
"3036","2009-06-07 10:56:45","32","13","8","69","4"
"3036","2009-06-07 10:56:45","47","12","11","72","7"
"3036","2009-06-07 10:56:45","74","11","25","54","13"
"3036","2009-06-07 10:58:45","22","3","5","71","5"
"3036","2009-06-07 10:58:45","40","2","8","52","2"
"3036","2009-06-07 10:58:45","56","1","11","59","2"
"3036","2009-06-07 10:58:45","29","13","7","74","4"
"3036","2009-06-07 10:58:45","39","12","9","80","6"
"3036","2009-06-07 10:58:45","68","11","18","54","9"
"3036","2009-06-07 11:00:44","22","3","6","67","6"
"3036","2009-06-07 11:00:44","31","2","8","53","6"
"3036","2009-06-07 11:00:44","57","1","11","66","3"
"3036","2009-06-07 11:00:44","35","13","8","80","5"
"3036","2009-06-07 11:00:44","41","12","8","82","5"
"3036","2009-06-07 11:00:44","72","11","24","55","15"
"3036","2009-06-07 11:02:44","22","3","6","64","7"
"3036","2009-06-07 11:02:44","42","2","9","52","4"
"3036","2009-06-07 11:02:44","52","1","9","63","1"
"3036","2009-06-07 11:02:44","27","13","9","63","6"
"3036","2009-06-07 11:02:44","39","12","9","77","4"
"3036","2009-06-07 11:02:44","74","11","19","59","11"
"3036","2009-06-07 11:04:44","29","3","7","65","6"
"3036","2009-06-07 11:04:44","48","2","9","57","1"
"3036","2009-06-07 11:04:44","59","1","12","52","0"
"3036","2009-06-07 11:04:44","28","13","8","86","5"
"3036","2009-06-07 11:04:44","46","12","14","61","7"
"3036","2009-06-07 11:04:44","66","11","19","53","12"
"3036","2009-06-07 11:08:43","26","3","6","74","7"
"3036","2009-06-07 11:08:43","38","2","11","49","6"
"3036","2009-06-07 11:08:43","49","1","8","69","1"
"3036","2009-06-07 11:08:43","36","13","10","63","5"
"3036","2009-06-07 11:08:43","45","12","12","66","6"
"3036","2009-06-07 11:08:43","78","11","25","46","7"
"3036","2009-06-07 11:10:42","39","3","10","69","7"
"3036","2009-06-07 11:10:42","43","2","12","52","5"
"3036","2009-06-07 11:10:42","62","1","13","61","2"
"3036","2009-06-07 11:10:42","30","13","9","62","4"
"3036","2009-06-07 11:10:42","47","12","10","78","7"
"3036","2009-06-07 11:10:42","66","11","15","51","7"
"3036","2009-06-07 11:12:42","26","3","5","82","5"
"3036","2009-06-07 11:12:42","30","2","6","61","2"
"3036","2009-06-07 11:12:42","44","1","8","67","1"
"3036","2009-06-07 11:12:42","25","13","6","76","4"
"3036","2009-06-07 11:12:42","43","12","10","74","8"
"3036","2009-06-07 11:12:42","72","11","18","59","9"
"3036","2009-06-07 11:14:41","32","3","7","78","7"
"3036","2009-06-07 11:14:41","30","2","6","58","3"
"3036","2009-06-07 11:14:41","46","1","8","70","2"
"3036","2009-06-07 11:14:41","22","13","6","76","4"
"3036","2009-06-07 11:14:41","38","12","12","69","7"
"3036","2009-06-07 11:14:41","77","11","17","63","8"
"3036","2009-06-07 11:18:40","22","3","4","76","4"
"3036","2009-06-07 11:18:40","32","2","6","63","3"
"3036","2009-06-07 11:18:40","40","1","7","71","2"
"3036","2009-06-07 11:18:40","30","13","6","73","3"
"3036","2009-06-07 11:18:40","47","12","9","71","6"
"3036","2009-06-07 11:18:40","70","11","17","50","4"
"3036","2009-06-07 11:20:40","19","3","5","59","4"
"3036","2009-06-07 11:20:40","41","2","7","57","1"
"3036","2009-06-07 11:20:40","52","1","9","71","1"
"3036","2009-06-07 11:20:40","29","13","7","67","4"
"3036","2009-06-07 11:20:40","40","12","8","74","5"
"3036","2009-06-07 11:20:40","66","11","18","62","9"
"3036","2009-06-07 11:22:39","24","3","6","70","6"
"3036","2009-06-07 11:22:39","41","2","9","50","3"
"3036","2009-06-07 11:22:39","52","1","9","68","2"
"3036","2009-06-07 11:22:39","36","13","8","74","6"
"3036","2009-06-07 11:22:39","47","12","11","77","8"
"3036","2009-06-07 11:22:39","78","11","21","57","10"
"3036","2009-06-07 11:23:30","37","13","8","91","6"
"3036","2009-06-07 11:23:30","57","12","15","62","9"
"3036","2009-06-07 11:23:30","80","11","26","52","12"
"3036","2009-06-07 11:26:38","24","3","6","64","7"
"3036","2009-06-07 11:26:38","35","2","8","56","4"
"3036","2009-06-07 11:26:38","47","1","9","59","3"
"3036","2009-06-07 11:26:38","22","13","6","76","4"
"3036","2009-06-07 11:26:38","48","12","9","76","4"
"3036","2009-06-07 11:26:38","72","11","17","62","7"
"3036","2009-06-07 11:30:37","26","3","7","70","7"
"3036","2009-06-07 11:30:37","39","2","7","51","1"
"3036","2009-06-07 11:30:37","54","1","11","58","1"
"3036","2009-06-07 11:30:37","35","13","8","75","5"
"3036","2009-06-07 11:30:37","55","12","9","74","5"
"3036","2009-06-07 11:30:37","86","11","25","47","9"
"3036","2009-06-07 11:32:37","38","2","9","52","2"
"3036","2009-06-07 11:32:37","54","1","10","60","0"
"3036","2009-06-07 11:32:37","21","13","6","76","2"
"3036","2009-06-07 11:32:37","42","12","8","65","2"
"3036","2009-06-07 11:32:37","73","11","18","62","9"
"3036","2009-06-07 11:32:37","27","3","5","73","5"
"3036","2009-06-07 11:34:36","32","3","7","73","7"
"3036","2009-06-07 11:34:36","30","2","4","63","0"
"3036","2009-06-07 11:34:36","46","1","10","59","5"
"3036","2009-06-07 11:34:36","30","13","6","73","5"
"3036","2009-06-07 11:34:36","52","12","13","56","7"
"3036","2009-06-07 11:34:36","79","11","28","46","14"
"3036","2009-06-07 11:36:36","17","3","6","50","5"
"3036","2009-06-07 11:36:36","36","2","10","68","7"
"3036","2009-06-07 11:36:36","49","1","9","61","0"
"3036","2009-06-07 11:36:36","34","13","9","83","9"
"3036","2009-06-07 11:36:36","39","12","12","68","10"
"3036","2009-06-07 11:36:36","79","11","23","56","13"
"3036","2009-06-07 11:38:36","35","3","9","59","8"
"3036","2009-06-07 11:38:36","36","2","9","58","4"
"3036","2009-06-07 11:38:36","61","1","13","65","4"
"3036","2009-06-07 11:38:36","24","13","5","72","3"
"3036","2009-06-07 11:38:36","39","12","8","73","4"
"3036","2009-06-07 11:38:36","67","11","17","51","9"
"3036","2009-06-07 11:40:35","26","3","4","69","3"
"3036","2009-06-07 11:40:35","26","2","5","54","0"
"3036","2009-06-07 11:40:35","50","1","9","64","1"
"3036","2009-06-07 11:40:35","32","13","10","70","5"
"3036","2009-06-07 11:40:35","43","12","10","66","7"
"3036","2009-06-07 11:40:35","68","11","25","53","16"
"3036","2009-06-07 11:42:35","24","3","3","72","4"
"3036","2009-06-07 11:42:35","35","2","7","62","5"
"3036","2009-06-07 11:42:35","54","1","10","66","4"
"3036","2009-06-07 11:42:35","28","13","5","72","2"
"3036","2009-06-07 11:42:35","46","12","8","84","5"
"3036","2009-06-07 11:42:35","86","11","21","59","10"
"3036","2009-06-07 11:44:34","27","3","6","73","4"
"3036","2009-06-07 11:44:34","39","2","7","65","2"
"3036","2009-06-07 11:44:34","52","1","12","61","3"
"3036","2009-06-07 11:44:34","31","13","12","72","11"
"3036","2009-06-07 11:44:34","44","12","14","83","14"
"3036","2009-06-07 11:44:34","64","11","22","56","15"
"3036","2009-06-07 11:46:34","18","3","4","53","5"
"3036","2009-06-07 11:46:34","39","2","7","57","3"
"3036","2009-06-07 11:46:34","43","1","7","73","1"
"3036","2009-06-07 11:46:34","22","13","6","70","5"
"3036","2009-06-07 11:46:34","38","12","9","67","7"
"3036","2009-06-07 11:46:34","71","11","18","55","8"
"3036","2009-06-07 11:50:33","20","3","3","78","2"
"3036","2009-06-07 11:50:33","35","2","5","63","0"
"3036","2009-06-07 11:50:33","46","1","9","64","1"
"3036","2009-06-07 11:50:33","22","13","4","77","2"
"3036","2009-06-07 11:50:33","29","12","4","83","2"
"3036","2009-06-07 11:50:33","62","11","13","63","7"
"3036","2009-06-07 11:52:32","14","3","3","62","5"
"3036","2009-06-07 11:52:32","38","2","8","57","3"
"3036","2009-06-07 11:52:32","47","1","8","76","3"
"3036","2009-06-07 11:52:32","27","13","8","58","3"
"3036","2009-06-07 11:52:32","34","12","7","66","5"
"3036","2009-06-07 11:52:32","73","11","15","61","5"
"3036","2009-06-07 11:56:31","18","3","3","58","2"
"3036","2009-06-07 11:56:31","32","2","7","52","3"
"3036","2009-06-07 11:56:31","55","1","11","60","2"
"3036","2009-06-07 11:56:31","27","13","8","65","4"
"3036","2009-06-07 11:56:31","42","12","9","70","4"
"3036","2009-06-07 11:56:31","62","11","17","66","13"
"3036","2009-06-07 11:58:31","27","3","6","77","7"
"3036","2009-06-07 11:58:31","35","2","8","57","3"
"3036","2009-06-07 11:58:31","53","1","11","61","2"
"3036","2009-06-07 11:58:31","16","13","5","58","4"
"3036","2009-06-07 11:58:31","45","12","11","75","8"
"3036","2009-06-07 11:58:31","57","11","10","64","4"
"3036","2009-06-07 12:00:30","21","3","5","77","6"
"3036","2009-06-07 12:00:30","33","2","6","51","2"
"3036","2009-06-07 12:00:30","43","1","9","68","2"
"3036","2009-06-07 12:00:30","21","13","5","85","4"
"3036","2009-06-07 12:00:30","38","12","6","79","4"
"3036","2009-06-07 12:00:30","50","11","7","69","1"
"3036","2009-06-07 12:02:30","20","3","7","70","7"
"3036","2009-06-07 12:02:30","40","2","8","61","2"
"3036","2009-06-07 12:02:30","56","1","10","65","2"
"3036","2009-06-07 12:02:30","23","13","5","96","6"
"3036","2009-06-07 12:02:30","40","12","7","75","2"
"3036","2009-06-07 12:02:30","56","11","8","66","2"
"3036","2009-06-07 12:04:29","25","3","5","72","5"
"3036","2009-06-07 12:04:29","31","2","7","61","5"
"3036","2009-06-07 12:04:29","60","1","10","65","1"
"3036","2009-06-07 12:04:29","22","13","7","88","7"
"3036","2009-06-07 12:04:29","46","12","11","71","6"
"3036","2009-06-07 12:04:29","52","11","11","63","3"
"3036","2009-06-07 12:10:28","20","3","8","69","9"
"3036","2009-06-07 12:10:28","26","2","7","58","4"
"3036","2009-06-07 12:10:28","41","1","7","73","1"
"3036","2009-06-07 12:10:28","21","13","6","88","6"
"3036","2009-06-07 12:10:28","41","12","8","77","5"
"3036","2009-06-07 12:10:28","60","11","11","68","5"
"3036","2009-06-07 12:16:27","17","3","5","44","4"
"3036","2009-06-07 12:16:27","27","2","5","64","1"
"3036","2009-06-07 12:16:27","43","1","9","62","2"
"3036","2009-06-07 12:16:27","32","13","10","59","6"
"3036","2009-06-07 12:16:27","41","12","10","75","8"
"3036","2009-06-07 12:16:27","71","11","16","58","7"
"3036","2009-06-07 12:20:26","25","3","5","77","5"
"3036","2009-06-07 12:20:26","39","2","6","61","2"
"3036","2009-06-07 12:20:26","59","1","11","71","4"
"3036","2009-06-07 12:20:26","29","13","7","70","3"
"3036","2009-06-07 12:20:26","42","12","8","72","5"
"3036","2009-06-07 12:20:26","63","11","14","62","6"
"3036","2009-06-07 12:22:26","19","3","3","66","4"
"3036","2009-06-07 12:22:26","30","2","7","53","2"
"3036","2009-06-07 12:22:26","46","1","7","71","0"
"3036","2009-06-07 12:22:26","36","13","8","76","6"
"3036","2009-06-07 12:22:26","46","12","11","70","5"
"3036","2009-06-07 12:22:26","74","11","19","55","7"
"3036","2009-06-07 12:26:25","25","3","6","76","5"
"3036","2009-06-07 12:26:25","26","2","6","65","2"
"3036","2009-06-07 12:26:25","46","1","10","65","2"
"3036","2009-06-07 12:26:25","23","13","3","78","2"
"3036","2009-06-07 12:26:25","32","12","5","75","2"
"3036","2009-06-07 12:26:25","52","11","10","65","6"
"3036","2009-06-07 12:28:25","21","3","9","73","8"
"3036","2009-06-07 12:28:25","39","2","6","62","2"
"3036","2009-06-07 12:28:25","47","1","9","61","0"
"3036","2009-06-07 12:28:25","16","13","5","61","4"
"3036","2009-06-07 12:28:25","39","12","9","72","5"
"3036","2009-06-07 12:28:25","49","11","10","58","5"
"3036","2009-06-07 12:30:25","22","3","6","59","6"
"3036","2009-06-07 12:30:25","41","2","7","56","1"
"3036","2009-06-07 12:30:25","61","1","11","68","3"
"3036","2009-06-07 12:30:25","28","13","9","94","6"
"3036","2009-06-07 12:30:25","40","12","10","65","5"
"3036","2009-06-07 12:30:25","67","11","20","48","7"
"3036","2009-06-07 12:32:25","28","3","5","83","5"
"3036","2009-06-07 12:32:25","40","2","7","61","2"
"3036","2009-06-07 12:32:25","59","1","11","67","3"
"3036","2009-06-07 12:32:25","20","13","3","79","1"
"3036","2009-06-07 12:32:25","37","12","5","77","2"
"3036","2009-06-07 12:32:25","66","11","13","60","4"
"3036","2009-06-07 12:34:25","15","3","5","53","6"
"3036","2009-06-07 12:34:25","30","2","5","61","3"
"3036","2009-06-07 12:34:25","46","1","8","65","1"
"3036","2009-06-07 12:34:25","30","13","7","81","4"
"3036","2009-06-07 12:34:25","44","12","10","72","4"
"3036","2009-06-07 12:34:25","72","11","17","62","8"
"3036","2009-06-07 12:36:23","22","3","6","64","5"
"3036","2009-06-07 12:36:23","33","2","9","54","4"
"3036","2009-06-07 12:36:23","50","1","9","69","2"
"3036","2009-06-07 12:36:23","23","13","4","72","2"
"3036","2009-06-07 12:36:23","42","12","8","72","3"
"3036","2009-06-07 12:36:23","60","11","12","58","4"
"3036","2009-06-07 12:38:22","16","3","3","52","2"
"3036","2009-06-07 12:38:22","39","2","6","59","0"
"3036","2009-06-07 12:38:22","44","1","8","70","0"
"3036","2009-06-07 12:38:22","23","13","6","90","6"
"3036","2009-06-07 12:38:22","36","12","8","83","6"
"3036","2009-06-07 12:38:22","52","11","9","65","4"
"3036","2009-06-07 12:40:22","24","3","6","70","5"
"3036","2009-06-07 12:40:22","31","2","7","67","3"
"3036","2009-06-07 12:40:22","41","1","9","75","6"
"3036","2009-06-07 12:40:22","19","13","8","46","7"
"3036","2009-06-07 12:40:22","33","12","8","83","7"
"3036","2009-06-07 12:40:22","49","11","11","56","4"
"3036","2009-06-07 12:42:21","23","3","6","79","5"
"3036","2009-06-07 12:42:21","42","2","8","58","1"
"3036","2009-06-07 12:42:21","51","1","10","66","3"
"3036","2009-06-07 12:42:21","25","13","6","69","3"
"3036","2009-06-07 12:42:21","47","12","9","81","4"
"3036","2009-06-07 12:42:21","68","11","15","62","7"
"3036","2009-06-07 12:44:21","27","3","10","72","6"
"3036","2009-06-07 12:44:21","41","2","14","59","5"
"3036","2009-06-07 12:44:21","58","1","11","64","1"
"3036","2009-06-07 12:44:21","30","13","7","83","5"
"3036","2009-06-07 12:44:21","43","12","7","83","5"
"3036","2009-06-07 12:44:21","72","11","16","56","8"
"3036","2009-06-07 12:46:20","20","3","5","84","4"
"3036","2009-06-07 12:46:20","42","2","9","54","2"
"3036","2009-06-07 12:46:20","57","1","10","65","3"
"3036","2009-06-07 12:46:20","22","13","5","74","3"
"3036","2009-06-07 12:46:20","29","12","5","87","3"
"3036","2009-06-07 12:46:20","59","11","11","63","4"
"3036","2009-06-07 12:48:20","19","3","5","50","6"
"3036","2009-06-07 12:48:20","39","2","11","57","6"
"3036","2009-06-07 12:48:20","50","1","10","66","4"
"3036","2009-06-07 12:48:20","27","13","6","73","3"
"3036","2009-06-07 12:48:20","37","12","9","67","4"
"3036","2009-06-07 12:48:20","69","11","14","64","7"
"3036","2009-06-07 12:50:19","24","3","6","68","5"
"3036","2009-06-07 12:50:19","29","2","5","57","2"
"3036","2009-06-07 12:50:19","42","1","6","76","2"
"3036","2009-06-07 12:50:19","27","13","8","68","4"
"3036","2009-06-07 12:50:19","45","12","10","69","4"
"3036","2009-06-07 12:50:19","68","11","12","67","6"
"3036","2009-06-07 12:52:19","22","3","6","59","6"
"3036","2009-06-07 12:52:19","29","2","6","54","3"
"3036","2009-06-07 12:52:19","53","1","11","63","3"
"3036","2009-06-07 12:52:19","21","13","6","84","6"
"3036","2009-06-07 12:52:19","36","12","11","57","7"
"3036","2009-06-07 12:52:19","62","11","15","67","11"
"3036","2009-06-07 12:54:19","22","3","5","81","5"
"3036","2009-06-07 12:54:19","32","2","6","67","3"
"3036","2009-06-07 12:54:19","58","1","10","74","1"
"3036","2009-06-07 12:54:19","17","13","4","62","2"
"3036","2009-06-07 12:54:19","34","12","6","84","2"
"3036","2009-06-07 12:54:19","55","11","9","68","3"
"3036","2009-06-07 12:56:18","18","3","3","70","4"
"3036","2009-06-07 12:56:18","32","2","6","58","3"
"3036","2009-06-07 12:56:18","52","1","9","66","3"
"3036","2009-06-07 12:56:18","21","13","5","65","3"
"3036","2009-06-07 12:56:18","33","12","6","72","3"
"3036","2009-06-07 12:56:18","58","11","9","68","1"
"3036","2009-06-07 12:58:17","28","3","3","61","2"
"3036","2009-06-07 12:58:17","41","2","6","56","1"
"3036","2009-06-07 12:58:17","49","1","9","63","0"
"3036","2009-06-07 12:58:17","27","13","5","91","4"
"3036","2009-06-07 12:58:17","37","12","6","82","2"
"3036","2009-06-07 12:58:17","68","11","9","69","2"
"3036","2009-06-07 13:00:18","20","3","2","74","1"
"3036","2009-06-07 13:00:18","48","2","8","60","2"
"3036","2009-06-07 13:00:18","56","1","10","65","1"
"3036","2009-06-07 13:00:18","27","13","5","70","3"
"3036","2009-06-07 13:00:18","44","12","7","68","3"
"3036","2009-06-07 13:00:18","56","11","9","72","3"
"3036","2009-06-07 13:02:17","18","3","2","63","1"
"3036","2009-06-07 13:02:17","39","2","6","58","1"
"3036","2009-06-07 13:02:17","49","1","8","65","1"
"3036","2009-06-07 13:02:17","38","13","8","57","2"
"3036","2009-06-07 13:02:17","42","12","9","68","3"
"3036","2009-06-07 13:02:17","63","11","15","64","9"
"3036","2009-06-07 13:04:16","25","3","4","75","4"
"3036","2009-06-07 13:04:16","30","2","8","54","5"
"3036","2009-06-07 13:04:16","50","1","10","73","3"
"3036","2009-06-07 13:04:16","23","13","4","81","2"
"3036","2009-06-07 13:04:16","44","12","9","71","3"
"3036","2009-06-07 13:04:16","57","11","11","72","7"
"3036","2009-06-07 13:06:16","25","3","4","63","3"
"3036","2009-06-07 13:06:16","31","2","9","58","5"
"3036","2009-06-07 13:06:16","48","1","12","63","5"
"3036","2009-06-07 13:06:16","33","13","9","78","6"
"3036","2009-06-07 13:06:16","48","12","11","72","7"
"3036","2009-06-07 13:06:16","71","11","13","66","4"
"3036","2009-06-07 13:08:15","22","3","6","66","6"
"3036","2009-06-07 13:08:15","31","2","7","70","4"
"3036","2009-06-07 13:08:15","42","1","7","79","1"
"3036","2009-06-07 13:08:15","32","13","9","68","7"
"3036","2009-06-07 13:08:15","38","12","10","69","8"
"3036","2009-06-07 13:08:15","78","11","15","66","5"
"3036","2009-06-07 13:10:15","35","3","8","81","7"
"3036","2009-06-07 13:10:15","36","2","6","56","1"
"3036","2009-06-07 13:10:15","54","1","10","74","3"
"3036","2009-06-07 13:10:15","27","13","5","71","3"
"3036","2009-06-07 13:10:15","46","12","10","65","3"
"3036","2009-06-07 13:10:15","67","11","14","66","7"
"3036","2009-06-07 13:12:14","20","3","9","81","11"
"3036","2009-06-07 13:12:14","21","2","7","47","3"
"3036","2009-06-07 13:12:14","44","1","9","62","2"
"3036","2009-06-07 13:12:14","18","13","5","74","2"
"3036","2009-06-07 13:12:14","40","12","7","70","3"
"3036","2009-06-07 13:12:14","52","11","10","64","4"
"3036","2009-06-07 13:16:13","17","3","4","49","3"
"3036","2009-06-07 13:16:13","40","2","9","49","2"
"3036","2009-06-07 13:16:13","53","1","9","65","0"
"3036","2009-06-07 13:16:13","29","13","10","63","7"
"3036","2009-06-07 13:16:13","49","12","15","60","10"
"3036","2009-06-07 13:16:13","71","11","22","59","16"
"3036","2009-06-07 13:18:13","29","3","7","65","6"
"3036","2009-06-07 13:18:13","54","2","12","47","1"
"3036","2009-06-07 13:18:13","59","1","12","55","1"
"3036","2009-06-07 13:18:13","26","13","5","69","2"
"3036","2009-06-07 13:18:13","43","12","7","66","2"
"3036","2009-06-07 13:18:13","63","11","11","57","0"
"3036","2009-06-07 13:20:12","23","3","4","68","3"
"3036","2009-06-07 13:20:12","38","2","6","55","2"
"3036","2009-06-07 13:20:12","49","1","9","62","1"
"3036","2009-06-07 13:20:12","28","13","7","62","4"
"3036","2009-06-07 13:20:12","46","12","11","71","5"
"3036","2009-06-07 13:20:12","76","11","20","54","8"
"3036","2009-06-07 13:22:12","30","3","7","58","8"
"3036","2009-06-07 13:22:12","45","2","13","56","5"
"3036","2009-06-07 13:22:12","51","1","11","61","4"
"3036","2009-06-07 13:22:12","28","13","8","57","4"
"3036","2009-06-07 13:22:12","42","12","10","64","5"
"3036","2009-06-07 13:22:12","78","11","19","58","7"
"3036","2009-06-07 13:24:11","31","3","9","57","7"
"3036","2009-06-07 13:24:11","41","2","10","53","3"
"3036","2009-06-07 13:24:11","62","1","9","71","2"
"3036","2009-06-07 13:24:11","39","13","10","71","4"
"3036","2009-06-07 13:24:11","40","12","10","71","6"
"3036","2009-06-07 13:24:11","74","11","21","56","11"
"3036","2009-06-07 13:26:11","24","3","8","66","7"
"3036","2009-06-07 13:26:11","39","2","10","55","4"
"3036","2009-06-07 13:26:11","56","1","12","58","3"
"3036","2009-06-07 13:26:11","28","13","7","67","6"
"3036","2009-06-07 13:26:11","33","12","6","73","4"
"3036","2009-06-07 13:26:11","67","11","13","64","5"
"3036","2009-06-07 13:28:11","31","3","10","63","8"
"3036","2009-06-07 13:28:11","45","2","13","49","6"
"3036","2009-06-07 13:28:11","58","1","14","58","3"
"3036","2009-06-07 13:28:11","20","13","8","64","6"
"3036","2009-06-07 13:28:11","39","12","8","74","6"
"3036","2009-06-07 13:28:11","73","11","13","62","4"
"3036","2009-06-07 13:30:10","26","3","5","79","4"
"3036","2009-06-07 13:30:10","43","2","12","46","4"
"3036","2009-06-07 13:30:10","50","1","13","56","2"
"3036","2009-06-07 13:30:10","30","13","6","84","3"
"3036","2009-06-07 13:30:10","46","12","10","74","6"
"3036","2009-06-07 13:30:10","63","11","16","57","7"
"3036","2009-06-07 13:32:10","29","3","8","70","6"
"3036","2009-06-07 13:32:10","30","2","7","50","2"
"3036","2009-06-07 13:32:10","47","1","9","63","2"
"3036","2009-06-07 13:32:10","29","13","6","59","1"
"3036","2009-06-07 13:32:10","47","12","11","69","3"
